Codigo,TipoProducto,PaisOrigen,Linea,Toma,Observacion,Descripcion,Activo
PS94240I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla de suspensión inferior delantera izquierda c/rótula,SI
PS94210I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla Susp. Superior delantera derecha c/rótula.,SI
PS94230I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla Sus. Inferior Delant.Derecha c/rótula,SI
PS94610I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla susp. delantera derecha s/rótula 4WD,SI
PS94620I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrillla susp. Delantera Izquierda S/rótula.,SI
PS94810I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla Susp.Inferior Delant. Derecha c/rótula.,SI
PS94820I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla Susp. Inferior Delantera Izquierda c/rótula.,SI
PS95210I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla susp. Delantera derecha Sin rótula,SI
PS95220I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla susp. delantera Izquierda sin rótula.,SI
PS52610C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla susp.delant.derecha e izquiera s/rótula (c/buje),NO
PS52620C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla susp. Delant. derecha e izquierda s/rótula (c/buje),NO
PS04010C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla con rótula derecha,SI
PS04020C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrillla con rotula izquierda,SI
PS13010C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior con rótula derecha,SI
PS13020C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior c/rotula izquierda,SI
PS13210C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla con rótula derecha,SI
PS13220C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla con rótula izquierda-,SI
PS13410C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla con rótula derecha,SI
PS13420C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla con rótula izquierda.,SI
PS24010I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior sin rótula derecha,SI
PS24020I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior sin rotula izquierda.,SI
PS24210I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior sin rotula derecha,SI
PS24220I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior sin rotula izquierda.,SI
PS32810I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Brazo suspension buje rosca 12 mm sin rotula derecho,SI
PS32820I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Brazo suspension buje rosca 12 mm sin rotula izquierdo.,SI
PS33020I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla suspension inferior delantera izquierda.,SI
PS43010C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior diam.16mm c/rótula derecha,SI
PS43020C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera infeior diam.16 mm c/rotula izquierda.,SI
PS43210C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior diam.16mm c/rotula derecha.,SI
PS43220C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior diam.16mm c/rotula izquierda.,SI
PS43410c,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior diam.18 mm c/rotula derecha,SI
PS43420C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior diam.18 mm con rotula izquierda.,SI
PS43600C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior sin rotula ambas.,SI
PS43800I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera superior sin rotula ambas.,SI
PS45010C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla inferior sin rotula derecha.,SI
PS45020C,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla inferior sin rotula izquierda.,SI
PS52000I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Parrilla delantera inferior sin rotula ambas.,SI
PS53000I,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Brazo delantero ambas.,SI
PS59010B,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Brazo aluminio delantero superior derecho,SI
PS59020B,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Brazo aluminio delantero superior izquierdo.,SI
PS59210B,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Brazo aluminio delantero inferior con rótula derecho.,SI
PS59220B,Componentes de suspensión          ,CHINA                         ,PARRILLAS DE SUSPENSION  ,,,Brazo aluminio delantero inferior con rotula izquierdo.,SI
044.0828,Componentes de suspensión          ,Catalogo Brasil               ,PARRILLAS DE SUSPENSION  ,,,Parrilla derecha/izquierda suspension delantera sin pivot,SI
D65379,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65384,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65383,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65382,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65381,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65385,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65333,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/T ,,,SI
D65334,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65341,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/T ,,,SI
D65342,Amortiguadores                     ,Argentina                     ,Dakar                    ,T/O ,,,SI
D65343,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65344,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65345,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65346,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65350,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65351,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65353,Amortiguadores                     ,Argentina                     ,Dakar                    ,Est.,,,SI
D65354,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65355,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65356,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65357,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65358,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65372,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65362,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65374 D,Amortiguadores                     ,Argentina                     ,Dakar                    ,Est.,,,SI
D65375 I,Amortiguadores                     ,Argentina                     ,Dakar                    ,Est.,,,SI
D65363,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65377,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65373,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65378,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65359,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65360,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65361,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65376,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65380,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65386,Amortiguadores                     ,Argentina                     ,Dakar                    ,O/O ,,,SI
D65387,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
D65388,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,Tope y fuelle incluido,,SI
D65392,Amortiguadores                     ,Argentina                     ,Dakar                    ,E/O ,,,SI
MO-0041,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0042,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0044,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0054,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0055,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0153,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,"Extremo direcc. largo 127 mm Rosca H 12x1,5 (cono fino)",SI
MO-0225,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,"Extremo direcc. largo 127 mm Rosca H 12x1,5 (cono fino)",SI
MO-0040,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,Bieleta estalizador largo 96 mm Perno - Ojal,SI
MO-0073,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0074,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0083,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0085,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0086,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0151,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0152,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0156,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0373,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0374,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0375,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0025,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0037,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0043,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0057,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0088,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0090,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0114,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0117,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0124,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0125,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0141,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0144,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0149,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0160,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0165,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0170,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0181,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0224,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0237,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0247,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0353,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0354,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0355,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0356,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0357,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0358,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0359,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0361,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0362,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0363,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0364,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0365,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0366,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0367,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0368,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0369,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0370,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0376,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0001,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0002,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0008,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0028,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0029,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0049,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0087,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0092,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0147,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0148,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0202,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0208,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0236,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0277,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0344,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0345,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0349,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0350,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0378,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0379,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0009,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0011,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0027,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0045,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0071,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0095,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0106,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0107,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0154,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0159,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0173,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0178,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0179,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0180,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0182,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0214,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0324,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0325,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0326,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0327,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0328,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0330,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0331,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0332,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0333,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0334,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0335,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0336,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0337,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0339,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0340,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0342,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0007,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0010,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0014,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0022,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0033,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0052,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0060,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0061,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0063,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0068,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0079,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0081,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0093,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0136,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0155,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0164,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0166,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0174,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0175,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0185,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0198,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0203,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0204,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0210,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0215,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0216,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0220,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0245,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0246,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0272,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0273,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0302,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0303,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0305,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0306,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0307,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0309,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0311,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0312,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0313,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0314,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0315,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0316,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0318,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0320,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0321,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0322,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0380,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0242,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0243,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0113,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0241,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0069,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0108,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0299,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0187,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0188,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0195,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0196,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0252,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0257,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0258,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0259,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0260,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0268,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0189,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0209,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0238,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0254,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0255,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0264,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0281,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0287,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0026,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0031,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0065,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
MO-0066,Componentes de suspensión          ,CHINA                         ,"Rotulas,Extremos y Axial ",,,,SI
